%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609060370833280459,88,1609060370833280459,0.192562958307,0.190479549085,2.25626264939,0.999465135653,0.00401548397102,0.0241825893345,-0.0235102161097,0.229094108057,0.237240702691,0.737513293885,0.0,0.0,0.0
1609060370833304343,89,1609060370833304343,0.192568420327,0.190485205346,2.25628023268,0.999465150358,0.00401615950804,0.0241831269765,-0.0235089225619,0.229093364301,0.237240804343,0.737480076433,0.0,0.0,0.0
1609060370838381185,90,1609060370838381185,0.193729201258,0.191688709095,2.26000916605,0.999469158191,0.00415987140402,0.0242970339302,-0.0231968076362,0.228187381881,0.236870268086,0.731504626656,0.0,0.0,0.0
1609060370838402099,91,1609060370838402099,0.193733934358,0.191693622366,2.26002433895,0.999469173757,0.00416049415812,0.0242976565723,-0.0231953731033,0.228181805381,0.236871217398,0.7314786477,0.0,0.0,0.0
1609060370838437500,92,1609060370838437500,0.193742040191,0.191702037129,2.26005032336,0.999469197395,0.00416167945214,0.0242990027914,-0.023192731792,0.228171556785,0.236874718272,0.731427458041,0.0,0.0,0.0
1609060370843537175,93,1609060370843537175,0.194903389713,0.192911061882,2.26375626183,0.999473454972,0.00434185605996,0.0244819374292,-0.0227852643297,0.227301157753,0.237295870134,0.722014267312,0.0,0.0,0.0
1609060370843554402,94,1609060370843554402,0.194907345783,0.19291519195,2.26376882783,0.999473474466,0.00434249159716,0.0244824661733,-0.0227837200019,0.227300535196,0.237300274192,0.721975447175,0.0,0.0,0.0
1609060370848627515,95,1609060370848627515,0.196059795988,0.194124897463,2.2674018526,0.999479986127,0.00454220084192,0.0246332013654,-0.0222980294456,0.227039769607,0.239612280874,0.710302995319,0.0,0.0,0.0
1609060370848647164,96,1609060370848647164,0.196064234671,0.194129582055,2.26741573884,0.999480011394,0.00454304037345,0.0246337277266,-0.0222961443934,0.227038005387,0.239621988719,0.71026071765,0.0,0.0,0.0
1609060370853720751,97,1609060370853720751,0.197214023163,0.195350639002,2.27099699654,0.999487306664,0.00476966881648,0.0247413528625,-0.0218040293969,0.226210346876,0.241720495814,0.701476450762,0.0,0.0,0.0
1609060370853738629,98,1609060370853738629,0.197218068075,0.195354961358,2.27100953971,0.999487332801,0.00477048105244,0.0247417560155,-0.0218021961136,0.22620545667,0.241726872884,0.701453722451,0.0,0.0,0.0
1609060370858816620,99,1609060370858816620,0.198362738011,0.196586755464,2.27455648738,0.999493906331,0.00501432843486,0.0249081405534,-0.0212586694885,0.224622628291,0.243415053347,0.69551109169,0.0,0.0,0.0
1609060370858840106,100,1609060370858840106,0.198367986243,0.196592442907,2.27457273762,0.999493928158,0.00501552392196,0.0249091311957,-0.0212562005455,0.22461570761,0.243418939271,0.695477955886,0.0,0.0,0.0
1609060370863928368,101,1609060370863928368,0.199509166521,0.197832066077,2.27808633673,0.999498813208,0.00528474970071,0.0251109717362,-0.0207264464758,0.22393241407,0.243822783258,0.685564381719,0.0,0.0,0.0
1609060370863958305,102,1609060370863958305,0.19951589364,0.197839390813,2.27810693049,0.999498849834,0.00528637906285,0.025111836974,-0.0207232165615,0.223933979037,0.243830688293,0.685491129963,0.0,0.0,0.0
1609060370869035080,103,1609060370869035080,0.200651698007,0.199082856978,2.28155704576,0.999505712265,0.00557346153884,0.0252342070441,-0.0201707175892,0.223528454467,0.246046277036,0.673719155243,0.0,0.0,0.0
1609060370869051968,104,1609060370869051968,0.20065548181,0.19908702203,2.28156844997,0.999505731674,0.00557446516669,0.0252345995871,-0.0201689874301,0.223525683303,0.246052099143,0.673681633651,0.0,0.0,0.0
1609060370874122674,105,1609060370874122674,0.201787790034,0.200336653227,2.28495597162,0.99951145859,0.00587957853436,0.0253238736939,-0.0196891554014,0.223083768465,0.24683234039,0.662437943682,0.0,0.0,0.0
1609060370874140122,106,1609060370874140122,0.201791672677,0.200340949257,2.2849675008,0.999511477346,0.00588062951506,0.0253241314172,-0.0196875579281,0.223080282157,0.246834875224,0.662408692303,0.0,0.0,0.0
1609060370879213151,107,1609060370879213151,0.202917265133,0.201594737623,2.28831443484,0.999515289279,0.00619737793344,0.0254527980187,-0.0192339150585,0.220671662654,0.247456840333,0.657081751628,0.0,0.0,0.0
1609060370879226541,108,1609060370879226541,0.202920211378,0.201598041528,2.28832320772,0.999515293271,0.00619824003908,0.0254532714327,-0.0192328033281,0.220665718183,0.24745667928,0.657065070901,0.0,0.0,0.0
1609060370884316832,109,1609060370884316832,0.20404289886,0.202858722528,2.29164246569,0.999516542068,0.00653391975533,0.0256185199499,-0.0188410283969,0.220427682176,0.247853082438,0.647040308616,0.0,0.0,0.0
1609060370884333193,110,1609060370884333193,0.204046472533,0.202862740871,2.29165295554,0.999516546953,0.00653501376406,0.0256189313783,-0.0188398304123,0.220427303264,0.247857364839,0.647006896967,0.0,0.0,0.0
1609060370889405842,111,1609060370889405842,0.205160790394,0.204121224285,2.29491183493,0.99951836526,0.00688054264262,0.025717840304,-0.0184890095842,0.21892105772,0.248331957829,0.637889783895,0.0,0.0,0.0
1609060370889425659,112,1609060370889425659,0.205165174705,0.204126197642,2.29492460969,0.999518368696,0.0068819060667,0.0257181571771,-0.0184878757073,0.218915423879,0.248329331156,0.637853889939,0.0,0.0,0.0
1609060370894501373,113,1609060370894501373,0.20627580453,0.205388106585,2.2981363922,0.99951818318,0.00723190511086,0.025789176262,-0.0182688287036,0.218711436627,0.248906774275,0.627700359371,0.0,0.0,0.0
1609060370894522575,114,1609060370894522575,0.206280445402,0.205393388283,2.29814971112,0.999518180198,0.00723340155142,0.025789456706,-0.0182680035437,0.218709432656,0.248914564529,0.627661150351,0.0,0.0,0.0
1609060370899602609,115,1609060370899602609,0.207385451499,0.206658212966,2.30132161991,0.999516958067,0.0075923439575,0.0258730169326,-0.0180747801747,0.216333651118,0.249049412081,0.621125610078,0.0,0.0,0.0
1609060370899618523,116,1609060370899618523,0.207388907155,0.20666219124,2.30133154166,0.999516947793,0.00759346196762,0.0258734174424,-0.0180743054082,0.216325241139,0.249042857428,0.621107876816,0.0,0.0,0.0
1609060370904694035,117,1609060370904694035,0.208484947081,0.207923365227,2.30446310737,0.999512426534,0.00795227692805,0.0260120870448,-0.0179750800462,0.215572978052,0.247926993989,0.612896123594,0.0,0.0,0.0
1609060370904711692,118,1609060370904711692,0.208488750446,0.207927739437,2.30447392034,0.999512414879,0.00795353985481,0.0260123811325,-0.0179747438177,0.21557477594,0.247931583017,0.612857342456,0.0,0.0,0.0
1609060370909786866,119,1609060370909786866,0.209581838183,0.209189466725,2.30755706268,0.999510315717,0.00831553834361,0.0260571354916,-0.0178665253887,0.215180358305,0.249279654722,0.602122340895,0.0,0.0,0.0
1609060370909809562,120,1609060370909809562,0.209586711895,0.209195112838,2.30757070018,0.999510301058,0.00831715991682,0.0260574053076,-0.0178661972571,0.215173900591,0.249278585735,0.602084663269,0.0,0.0,0.0
1609060370914880392,121,1609060370914880392,0.210676678294,0.210459211588,2.31060277947,0.999506088078,0.0086887419127,0.0261203838858,-0.0178370556964,0.214734922646,0.249312202782,0.593839944805,0.0,0.0,0.0
1609060370914895407,122,1609060370914895407,0.210679903715,0.210462956383,2.31061169894,0.999506077819,0.00868986469853,0.0261204643947,-0.0178369657798,0.214737977902,0.249316528144,0.59381006707,0.0,0.0,0.0
1609060370919970597,123,1609060370919970597,0.211770059382,0.211731219982,2.31359988423,0.999503055166,0.00906698194262,0.0261453377295,-0.017786192493,0.214861709895,0.250470486346,0.583749711999,0.0,0.0,0.0
1609060370919991211,124,1609060370919991211,0.211774516062,0.211736415334,2.31361199226,0.999503038323,0.00906849475975,0.026145610583,-0.0177859666992,0.214854871288,0.250469452065,0.58371588567,0.0,0.0,0.0
1609060370925067503,125,1609060370925067503,0.212860937736,0.213007181941,2.31655613012,0.999498790837,0.00943995198313,0.0262224142824,-0.0177223624898,0.213192920767,0.250209845301,0.576268070128,0.0,0.0,0.0
1609060370925084330,126,1609060370925084330,0.212864546606,0.213011417443,2.31656588477,0.999498781735,0.00944121577347,0.0262225142451,-0.0177220547772,0.213192957696,0.250212178615,0.576238516645,0.0,0.0,0.0
1609060370930163311,127,1609060370930163311,0.282619957078,0.155808439625,2.73877443403,0.999498911373,0.0107756014375,0.0246767142384,-0.0168677487054,0.273192144009,0.224436178789,0.898006279918,0.0,0.0,0.0
1609060370930183078,128,1609060370930183078,0.282625363137,0.155812880912,2.73879220421,0.999498901906,0.0107770809265,0.0246767903577,-0.0168672531827,0.273185106625,0.224433837413,0.897982625721,0.0,0.0,0.0
1609060370936836605,129,1609060370936836605,0.284431815885,0.157305581091,2.74474842128,0.999494457188,0.0112770802877,0.0247502138866,-0.0167037470408,0.269819300074,0.224259202573,0.892405813146,0.0,0.0,0.0
1609060370936932761,130,1609060370936932761,0.284457739869,0.157327127921,2.74483416075,0.999494401642,0.0112842224464,0.0247510498326,-0.0167010102479,0.269798912645,0.224246773502,0.892295924816,0.0,0.0,0.0
1609060370942011300,131,1609060370942011300,0.285825911719,0.158464478031,2.74934682994,0.999492224899,0.0116576304848,0.0247884828708,-0.0165235069419,0.269004773803,0.223656340481,0.884851292296,0.0,0.0,0.0
1609060370942029420,132,1609060370942029420,0.285830785994,0.158468530663,2.74936286304,0.99949221594,0.0116590077325,0.0247886873894,-0.0165227703884,0.269000187205,0.223658673031,0.884825205292,0.0,0.0,0.0
